id;name;energy,calculated (kJ);fat, total (g);carbohydrate, available (g);protein, total (g);alcohol (g);organic acids, total (g);sugar alcohols (g);sugars, total (g);fructose (g);galactose (g);glucose (g);lactose (g);maltose (g);sucrose (g);starch, total (g);fibre, total (g);fibre, water-insoluble (g);polysaccharides, non-cellulosic, water-soluble (g);fatty acids, total (g);fatty acids, total polyunsaturated (g);fatty acids, total monounsaturated cis (g);fatty acids, total saturated (g);fatty acids, total trans (g);fatty acids, total n-3 polyunsaturated (g);fatty acids, total n-6 polyunsaturated (g);fatty acid 18:2 cis,cis n-6 (linoleic acid) (mg);fatty acid 18:3 n-3 (alpha-linolenic acid) (mg);fatty acid 20:5 n-3 (EPA) (mg);fatty acid 22:6 n-3 (DHA) (mg);cholesterol (GC) (mg);sterols, total (mg);calcium (mg);iron, total (mg);iodide (iodine) (µg);potassium (mg);magnesium (mg);sodium (mg);salt (mg);phosphorus (mg);selenium, total (µg);zinc (mg);tryptophan (mg);folate, total (µg);niacin equivalents, total (mg);niacin, preformed (nicotinic acid + nicotinamide) (mg);vitamers pyridoxine (hydrochloride) (mg);riboflavine (mg);thiamin (vitamin B1) (mg);vitamin A  retinol activity equivalents (µg);carotenoids, total (µg);vitamin B-12 (cobalamin) (µg);vitamin C (ascorbic acid) (mg);vitamin D (µg);vitamin E  alphatocopherol (mg);vitamin K, total (µg)
34562;Kale Chips;694;15.1;1.8;2.8;0;<0.1;0;1.6;0.9;<0.1;0.7;0;<0.1;<0.1;0.1;6.9;1.1;0.9;14.5;5.4;8.0;1.0;0;1.7;3.7;3674;1736;0;0;0.6;96.9;249.0;0.8;20.2;483.9;31.3;301.1;767.3;56.9;10.2;0.3;0;92.1;0.9;1.0;0.36;0.32;0.10;705.1;42660.0;0;47.1;0;8.7;651.25
34904;Kampanisu, Finnish Pastry;1593;18.1;46.8;6.5;0;0.2;0;10.6;<0.1;0;<0.1;0.9;0.4;9.2;36.2;1.7;1.3;0.4;17.0;1.9;5.2;9.1;0.2;0.3;1.5;1512;312;0;0;22.0;49.1;225.9;0.5;9.3;121.7;17.9;319.9;815.2;222.5;5.6;0.6;74.5;10.2;1.6;0.5;0.06;0.06;0.04;173.8;51.9;<0.1;0.2;1.1;1.3;9.05
1014;Karelian Pasty, Potato Filling, Rye Crust;608;3.8;21.9;4.0;0;0.3;0;1.1;0.2;<0.1;0.2;0.4;0.1;0.1;20.8;2.9;2.5;0.6;3.5;1.0;1.6;0.8;<0.1;0.3;0.8;777;250;0;5;19.0;33.6;22.9;1.0;14.9;373.3;31.7;169.5;431.9;97.7;3.4;0.8;47.6;17.9;1.1;0.4;0.11;0.07;0.14;23.7;109.6;0.1;4.0;0.3;0.8;4.57
1013;Karelian Pasty, Rice Filling;621;3.2;24.3;4.2;0;0.1;0;3.0;<0.1;<0.1;<0.1;2.7;<0.1;0.1;21.3;2.1;1.7;0.3;3.0;0.7;1.2;1.0;<0.1;0.2;0.5;538;166;0;0;4.4;28.2;74.6;0.6;26.9;160.4;23.7;297.5;758.1;107.7;4.9;0.8;56.2;8.4;1.2;0.3;0.06;0.12;0.06;14.9;31.5;0.2;0.6;0.7;0.5;2.98
31800;Karelian Pasty, Rice Filling, Atria;838;7.9;26.2;4.8;0;0;0;2.0;<0.1;0;1.6;<0.1;0.2;0.2;24.2;2.3;1.9;0.4;7.4;2.4;4.0;1.0;<0.1;0.7;1.7;1683;722;0;0;2.3;68.3;29.7;0.8;3.0;117.8;24.6;401.4;1022.8;77.8;3.7;0.7;68.7;8.5;1.6;0.8;0.04;0.03;0.08;7.2;70.7;0;0;<0.1;1.6;10.57
33605;Karelian Pasty, Rice Filling, Average Of Industrial Products;926;7.6;32.0;4.5;0;<0.1;0;2.2;<0.1;<0.1;1.1;<0.1;0.1;0.8;29.9;2.8;2.3;0.5;7.2;2.3;3.7;1.1;<0.1;0.6;1.7;1654;623;0;0;1.7;67.3;20.4;0.9;13.7;122.3;26.4;413.1;1052.7;85.1;4.9;0.8;60.2;9.4;1.4;0.6;0.05;0.03;0.07;5.3;58.2;<0.1;<0.1;<0.1;1.5;9.38
29295;Karelian Pasty, Rice Filling, Buttered;729;4.8;25.9;5.3;0;0.2;0;4.2;<0.1;0;<0.1;3.8;0.1;0.2;21.7;2.6;2.1;0.4;4.4;0.3;1.1;2.9;<0.1;<0.1;0.2;231;39;0;0;11.8;22.1;102.4;0.7;27.2;209.8;29.3;278.9;710.5;138.9;5.2;1.0;69.5;10.2;1.4;0.3;0.08;0.17;0.07;37.2;58.2;0.3;0.8;0.8;0.3;1.95
31781;Karelian Pasty, Rice Filling, Dark, Saarioinen;923;6.9;33.5;4.0;0;<0.1;0;1.1;<0.1;<0.1;0.3;<0.1;<0.1;0.4;32.4;3.8;2.5;0.5;6.5;2.1;3.6;0.8;<0.1;0.6;1.5;1497;631;0;0;0.5;66.2;13.6;0.9;2.9;114.7;26.2;486.3;1239.0;82.6;4.6;0.8;48.9;8.8;1.1;0.4;0.05;0.03;0.05;0.7;55.1;<0.1;<0.1;<0.1;1.3;9.52
32536;Karelian Pasty, Rice Filling, Fazer;909;5.7;35.0;4.5;0;0;0;2.3;<0.1;0;1.8;<0.1;0.1;0.3;32.7;3.4;2.8;0.5;5.3;1.8;3.0;0.5;<0.1;0.5;1.3;1271;540;0;0;0.4;64.1;22.5;0.9;28.1;137.0;27.4;400.5;1020.5;89.1;5.4;0.9;56.8;9.6;1.1;0.5;0.06;0.03;0.06;<0.1;37.4;0;0;0;1.1;8.31
31638;Karelian Pasty, Rice Filling, Gluten-Free, Industrial, Average;945;6.4;34.5;6.3;0;0;0;2.3;<0.1;0;<0.1;2.1;0;0.1;32.1;2.0;1.8;0.3;6.0;1.1;2.2;2.6;0.1;0.2;0.9;906;194;0;0;0.8;32.1;64.9;1.3;8.4;225.0;63.2;425.6;1084.3;152.2;5.2;1.2;90.1;11.8;2.4;1.1;0.15;0.13;0.16;0.2;0.8;0.1;0.2;<0.1;0.6;5.43
32535;Karelian Pasty, Rice Filling, Imatran, Fazer;940;7.3;34.0;4.1;0;0;0;4.5;<0.1;0;2.3;<0.1;0.1;1.9;29.5;2.9;2.4;0.4;6.8;2.1;3.6;1.1;<0.1;0.6;1.4;1432;637;0;0;2.8;66.1;20.1;0.8;28.0;120.4;24.1;405.9;1034.2;79.0;5.2;0.8;52.0;8.7;1.1;0.4;0.05;0.03;0.05;9.6;36.3;0;0;<0.1;1.3;9.59
11094;Karelian Pasty, Rice Filling, Industrial, Lactose-Free;975;5.2;34.9;5.7;0;<0.1;0;0.6;<0.1;<0.1;<0.1;<0.1;0.2;0.2;34.3;3.1;2.5;0.5;2.3;0.3;0.7;1.2;0;<0.1;0.2;248;59;0;0;2.0;51.0;13.3;0.9;24.8;118.1;25.8;339.7;865.6;87.8;5.0;0.8;90.0;9.1;1.2;0.4;0.06;0.03;0.06;30.7;29.8;<0.1;<0.1;0.2;1.0;4.11
33669;Karelian Pasty, Rice Filling, Isoäidin Rukiinen, Vaasan;737;5.3;27.1;3.9;0;<0.1;0;1.9;<0.1;0;0.6;<0.1;<0.1;1.2;25.2;1.9;1.6;0.3;5.0;1.2;2.4;1.3;<0.1;0.3;0.9;914;331;0;0;0.2;40.7;15.9;0.6;2.0;86.5;18.5;395.2;1007.0;56.1;4.4;0.6;48.3;6.5;0.8;0.4;0.04;0.02;0.03;7.0;130.9;0;<0.1;0;0.8;5.45
31783;Karelian Pasty, Rice Filling, Light, Saarioinen;968;8.3;33.6;4.3;0;<0.1;0;1.1;<0.1;<0.1;<0.1;<0.1;0;1.0;32.5;1.6;1.1;0.3;7.9;2.6;4.5;0.9;<0.1;0.8;1.8;1792;769;0;<1;1.5;68.0;10.5;0.6;3.8;68.0;13.3;390.0;993.7;47.3;4.9;0.5;53.1;7.3;1.2;0.5;0.04;0.02;0.03;0.9;55.5;<0.1;<0.1;<0.1;1.5;10.81
31788;Karelian Pasty, Rice Filling, Moilas;1043;8.9;35.6;4.6;0;0;0;1.6;<0.1;0;1.2;<0.1;<0.1;0.3;34.0;3.7;3.0;0.6;8.4;3.0;4.2;1.2;0;0.6;2.3;2349;650;0;0;0.5;77.2;18.2;1.1;3.1;140.8;31.2;430.1;1095.9;98.3;5.4;1.0;58.1;10.5;1.2;0.5;0.06;0.04;0.06;0.1;59.7;0;0;0;2.1;10.01
31691;Karelian Pasty, Rice Filling, Naturally Gluten-Free, Moilas;849;5.6;31.4;5.8;0;0;0;2.5;<0.1;0;2.3;<0.1;0;0.2;28.9;1.5;1.7;0.2;5.2;1.4;2.4;1.3;<0.1;0.3;1.0;1022;346;0;0;2.1;41.6;23.1;1.2;3.0;169.6;47.4;403.3;1027.5;104.5;7.1;1.0;79.7;10.2;2.1;1.2;0.12;0.04;0.10;7.1;5.2;0;0.3;<0.1;0.7;6.05
31785;Karelian Pasty, Rice Filling, Pirkka;935;6.6;34.4;5.1;0;0;0;1.7;<0.1;0;0.6;<0.1;0.2;0.9;32.6;2.3;1.9;0.4;6.2;2.1;3.4;0.7;<0.1;0.6;1.5;1482;621;0;0;1.3;65.2;22.7;0.9;3.6;117.0;26.9;396.3;1009.7;85.2;5.5;0.8;72.6;9.9;1.9;1.0;0.05;0.03;0.09;3.6;66.0;0;0;<0.1;1.4;9.04
31786;Karelian Pasty, Rice Filling, Pirkka, Frozen;600;3.3;24.8;2.6;0;<0.1;0;0.9;<0.1;0;0.6;<0.1;<0.1;0.2;23.9;1.4;1.1;0.2;3.1;0.9;1.6;0.6;0;0.2;0.6;641;238;0;0;0.1;30.1;10.0;0.5;2.1;70.9;15.0;429.1;1093.3;45.7;4.2;0.5;33.6;5.8;0.9;0.4;0.03;0.02;0.02;20.9;360.9;0;0.1;0;0.5;4.13
31784;Karelian Pasty, Rice Filling, Pirkka Parhaat, Frozen;953;7.1;34.6;4.7;0;0;0;1.5;<0.1;0;<0.1;1.1;<0.1;0.2;33.1;2.9;2.4;0.5;6.5;0.4;1.6;4.3;0.2;<0.1;0.3;276;50;0;0;14.6;27.7;40.0;0.9;6.2;144.5;28.0;447.6;1140.6;102.6;5.5;0.9;60.1;10.1;1.3;0.5;0.06;0.08;0.06;56.7;87.4;<0.1;0.1;<0.1;0.3;2.44
31782;Karelian Pasty, Rice Filling, Saarioinen;876;7.5;30.0;3.8;0;<0.1;0;1.1;<0.1;<0.1;<0.1;<0.1;<0.1;0.7;28.9;3.1;2.5;0.5;7.0;1.8;3.4;1.7;<0.1;0.5;1.3;1322;487;0;0;1.7;59.8;11.3;0.9;30.8;115.4;25.4;432.0;1100.7;85.0;4.9;0.8;49.4;9.3;1.1;0.4;0.05;0.03;0.05;5.9;58.0;<0.1;<0.1;<0.1;1.1;7.69
33668;Karelian Pasty, Rice Filling, Small, Isoäidin Rukiinen, Vaasan;792;5.4;28.8;5.0;0;<0.1;0;2.1;<0.1;0;0.6;<0.1;<0.1;1.4;26.7;2.2;1.8;0.3;5.1;1.3;2.5;1.3;<0.1;0.3;0.9;949;341;0;0;0.2;43.4;12.8;0.7;2.1;90.7;20.6;470.8;1199.6;62.2;4.5;0.6;57.3;7.0;0.9;0.4;0.04;0.02;0.04;3.5;78.7;0;<0.1;0;0.8;5.58
31787;Karelian Pasty, Rice Filling, Small, Moilas, Frozen;1120;11.2;35.1;4.8;0;0;0;0.6;<0.1;0;0.2;<0.1;<0.1;0.2;34.5;3.4;2.8;0.5;10.6;3.0;5.5;2.0;0;0.8;2.1;2137;831;0;0;0.5;79.1;23.4;1.0;3.2;139.3;29.0;470.9;1199.7;91.8;5.1;0.9;61.5;9.8;1.2;0.4;0.06;0.04;0.06;0.1;61.2;0;0;0;1.8;12.48
33711;Karelian Pasty, Rice Filling, Vuoksen, Fazer;926;7.1;33.8;3.9;0;0;0;4.4;<0.1;0;1.8;<0.1;<0.1;2.5;29.3;2.7;2.1;0.4;6.7;2.0;3.6;1.1;<0.1;0.6;1.4;1391;625;0;0;2.8;62.6;16.8;0.7;27.9;104.5;20.8;407.2;1037.6;68.4;4.7;0.7;48.3;7.7;1.0;0.4;0.04;0.03;0.04;9.7;42.2;0;0;<0.1;1.2;9.33
28949;Karelian Pasty, Rice Filling, Wheat Crust;988;8.0;34.0;6.2;0;0;0;5.0;<0.1;0;<0.1;3.6;0;1.2;29.0;1.1;0.9;0.2;7.5;2.5;4.2;0.9;<0.1;0.6;1.8;1848;638;0;0;1.4;59.3;101.8;0.5;13.3;174.9;19.9;300.0;764.4;108.9;5.5;0.7;77.6;14.0;1.7;0.5;0.07;0.17;0.05;0.5;40.0;0.2;0.4;<0.1;1.6;9.23
28948;Karelian Pasty Filled With Carrot And Rice, Industrial;881;7.0;30.0;5.0;0;<0.1;0;3.1;0.3;0;0.3;0.4;0;0.5;26.9;3.3;3.2;0.8;5.2;1.3;2.4;1.4;<0.1;0.3;1.0;963;326;0;0;4.0;45.0;127.8;0.8;16.1;298.8;31.4;400.0;1019.2;149.1;3.5;1.1;86.5;15.2;1.8;0.5;0.10;0.24;0.10;130.3;2022.1;0.2;1.3;<0.1;0.8;9.44
7174;Karelian Stew, Pork, Beef, Liver, Kidney, Heart;480;5.8;0.2;15.4;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;5.4;0.7;2.4;2.1;<0.1;<0.1;0.6;531;51;11;10;47.7;0.4;8.1;2.4;16.3;252.8;16.9;259.6;661.4;154.3;20.1;2.3;214.1;59.0;6.7;4.6;0.32;0.37;0.34;752.4;32.2;4.8;1.4;0.2;0.3;2.76
7153;Karelian Stew, Pork And Beef;467;5.9;0;14.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6;0.7;2.5;2.1;<0.1;<0.1;0.6;554;53;6;4;37.6;0;8.0;1.4;17.2;242.4;16.0;271.5;691.8;133.4;12.1;2.1;201.1;0.9;5.7;3.8;0.28;0.14;0.34;4.6;9.4;0.6;0;0.2;0.2;2.63
32454;Karelian Stew, Pork And Beef, Root Vegetables;437;5.3;0.6;13.3;0;<0.1;0;0.6;0.2;0;0.2;0;0;0.2;<0.1;0.2;0.1;<0.1;5.0;0.7;2.3;1.9;<0.1;<0.1;0.6;509;49;6;4;34.1;1.4;10.8;1.3;15.7;253.5;15.9;247.0;629.4;125.2;11.0;1.9;183.2;2.1;5.3;3.5;0.26;0.14;0.31;42.1;626.7;0.6;0.7;0.2;0.2;3.45
31446;Kebab And Potato Casserole, Industrial, Ready Meal;577;7.6;11.8;4.6;0;0.7;0;1.0;0.3;0.2;0.4;<0.1;0;<0.1;10.8;0.7;0.6;0.2;7.4;0.3;2.0;4.9;0.1;<0.1;0.1;125;62;2;0;21.1;3.5;18.7;0.8;15.2;351.6;19.1;404.6;1030.8;63.5;3.3;0.7;56.4;11.8;1.8;1.2;0.13;0.06;0.11;48.9;648.2;0.2;4.6;<0.1;0.3;2.75
33374;Kebab Iskender;749;8.0;16.7;9.1;0;0.1;0;1.8;0.5;<0.1;0.5;0.5;0.2;<0.1;14.6;1.6;0.6;0.3;7.5;0.8;3.4;3.2;0.1;0.2;0.6;558;162;0;0;18.8;19.5;27.3;0.9;11.3;197.0;15.4;266.1;678.1;86.5;7.7;2.0;106.2;13.5;3.1;2.0;0.19;0.08;0.04;22.5;2129.7;0.4;2.5;<0.1;0.7;4.42
29078;Kebab Meat;887;13.2;0;23.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.3;0.6;5.1;6.1;0.2;0.2;0.4;301;103;11;0;67.1;0;13.6;2.6;3.9;318.2;23.4;74.0;188.6;188.3;18.5;3.6;298.1;5.4;8.8;6.0;0.42;0.22;0.11;12.5;0;1.4;0;0.3;0.7;1.17
33370;Kebab Meat, 75% Meat;966;16.5;1.6;18.7;0;0;0;0.5;0;0;0.5;0;0;0;0;1.3;0;0;15.5;0.4;7.5;7.3;0.3;<0.1;0.3;273;83;0;0;50.4;0;11.9;1.8;3.0;243.9;18.1;482.4;1229.2;137.1;16.6;5.4;215.8;3.6;6.7;4.8;0.41;0.10;0.05;19.7;21.5;1.1;0;0.2;0.5;1.75
33368;Kebab With Fries;1124;16.7;21.7;7.3;0;0.3;0;1.0;0.4;<0.1;0.5;0;0;0.1;20.4;1.1;0.5;0.2;15.2;3.9;7.5;3.7;<0.1;0.6;3.2;3243;635;0;0;26.7;59.1;10.8;0.9;18.1;336.1;18.3;477.4;1216.3;66.3;5.8;1.6;88.0;8.2;2.5;1.7;0.18;0.05;0.12;17.1;1148.6;0.3;2.5;<0.1;2.8;18.02
33371;Kebab With Rice;627;8.4;12.1;6.1;0;<0.1;0;0.8;0.3;<0.1;0.3;0;0;0.2;11.0;0.9;0.3;<0.1;7.8;2.0;3.2;2.4;<0.1;0.3;1.7;1677;341;0;0;26.5;18.4;9.0;0.7;5.0;123.5;11.9;271.7;692.2;60.6;7.7;1.7;72.5;5.0;2.2;1.6;0.14;0.04;0.03;16.8;1117.2;0.3;1.3;<0.1;1.4;8.05
791;Kidney;400;3.6;0;15.6;0;0;0;0;0;N/A;0;0;0;0;0;0;0;0;2.7;0.8;0.7;1.2;0;0.2;0.6;360;16;75;57;51.7;2.0;9.0;8.4;6.0;230.0;18.0;165.0;420.4;260.0;135.0;2.3;200.0;422.6;11.4;8.1;0.39;2.60;0.36;63.9;0;24.0;15.0;0.2;0.4;N/A
7865;Kidney, Boiled, Salt;567;5.1;0;22.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8;1.1;1.0;1.7;0;0.2;0.9;511;22;106;81;73.3;2.8;13.8;11.9;25.9;326.6;25.8;503.0;1281.7;369.3;191.5;3.3;283.7;419.7;8.9;11.5;0.55;2.77;0.20;77.1;0;34.0;16.0;0.3;0.5;0
7866;Kidney, Fried With Wheat Flour;761;9.7;5.5;18.1;0;<0.1;0;0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;5.3;0.3;0.2;<0.1;8.4;2.5;3.5;2.4;<0.1;0.6;1.8;1549;435;82;63;59.5;32.2;15.2;9.4;57.2;267.0;22.8;965.5;2460.0;298.2;149.8;2.6;230.5;351.0;10.3;9.0;0.44;2.59;0.24;81.7;6.2;26.5;12.4;0.5;1.4;5.91
7867;Kidney Gravy, Cooking Cream, Thickened;330;4.5;2.7;6.5;0;0.2;0;0.9;0.2;<0.1;0.2;0.3;<0.1;0.2;1.8;0.3;0.1;<0.1;4.0;0.9;1.5;1.6;<0.1;0.2;0.7;559;157;28;21;23.2;12.4;17.9;3.3;28.2;127.3;9.9;455.1;1159.5;113.5;51.5;1.0;83.2;113.7;2.5;3.1;0.17;0.75;0.06;37.7;10.7;9.1;5.1;0.2;0.5;2.42
32733;Kinder Chocolate Egg;2333;35.6;50.0;9.3;0;0;0;50.0;0;0;0;14.6;0;35.4;0;0.8;0.6;0.2;31.5;1.1;9.0;21.0;0.5;0.1;0.7;652;121;0;0;40.7;39.3;375.3;1.1;48.8;446.3;45.6;132.6;337.9;279.1;4.8;1.5;134.1;10.9;2.5;0.3;0.10;0.53;0.08;221.8;136.6;0.3;0.8;<0.1;0.6;5.12
11050;Kiwi Fruit, Without Skin;218;0.8;7.1;0.8;0;2.5;0;6.8;3.4;0;3.1;0;0;0.3;0.3;2.7;N/A;N/A;0.7;0.5;<0.1;<0.1;0;0.4;<0.1;70;442;0;0;0;18.2;32.2;1.0;0;289.7;13.5;5.0;12.7;26.9;0.5;<0.1;18.0;42.0;0.6;0.3;0.12;0.05;<0.01;3.7;226.8;0;67.0;0;<0.1;34.30
28939;Kiwi Fruit, With Skin;201;0.8;6.5;0.7;0;2.3;0;6.2;3.1;0;2.9;0;0;0.3;0.3;2.5;N/A;N/A;0.6;0.5;<0.1;<0.1;0;0.4;<0.1;64;407;0;0;0;16.7;29.6;0.9;0;266.5;12.4;4.6;11.7;24.7;0.5;<0.1;16.6;38.6;0.6;0.3;0.11;0.05;<0.01;3.4;208.7;0;61.6;0;<0.1;31.56
329;Kohlrabi;135;0.1;4.7;1.9;0;0.3;0;4.6;1.9;<0.1;2.2;0;<0.1;0.5;0.1;1.9;1.2;0.7;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;15;26;0;0;0;14.0;18.0;0.1;1.0;330.0;18.0;20.0;51.0;38.0;10.0;0.1;N/A;82.0;0.4;0.4;0.15;0.06;0.06;2.0;24.0;0;52.1;0;0.5;N/A
3214;Kohlrabi Stew;351;3.4;9.3;3.2;0;0.2;0;5.0;1.1;<0.1;1.3;2.3;<0.1;0.3;4.3;1.3;0.8;0.5;3.3;0.8;1.4;1.0;<0.1;0.2;0.6;561;210;0;0;4.2;22.9;69.8;0.2;19.8;270.2;17.5;222.3;566.4;72.3;7.6;0.3;28.7;35.7;0.7;0.3;0.12;0.12;0.05;17.1;20.9;0.2;19.9;0.6;0.8;2.88
1032;Kruska Porridge, Crushed Grains And Raisins, Water, Salt;325;0.5;14.8;1.6;0;0.5;0;6.5;3.1;0;3.2;0;<0.1;0.3;8.3;2.6;1.9;0.5;0.4;0.2;0.1;<0.1;0;<0.1;0.2;169;10;0;0;0;17.6;14.1;1.0;9.0;150.5;31.2;115.5;294.4;81.3;2.1;0.6;22.4;4.9;1.0;0.8;0.06;0.02;0.04;<0.1;15.9;0;<0.1;0;0.1;0.57
731;Lamb;979;19.0;0;16.2;0;0;0;0;0;N/A;0;0;0;0;0;0;0;0;15.4;0.8;6.5;8.1;0;0.3;0.4;355;160;17;0;51.7;0;7.0;1.8;3.0;220.0;16.0;65.0;165.6;130.0;13.5;3.5;204.0;4.0;7.7;4.3;0.23;0.23;0.18;12.6;0;1.0;0;0.2;0.6;4.60
7299;Lamb, Filled With Leek And Parsley;765;12.6;1.4;16.1;0;<0.1;0;0.4;0.1;<0.1;0.1;<0.1;0;0.2;0.9;0.3;<0.1;<0.1;11.7;1.2;5.1;5.3;<0.1;0.4;0.8;717;279;14;0;44.2;12.8;16.2;1.7;20.0;239.0;18.2;420.9;1072.4;132.9;11.3;2.0;202.0;6.6;5.7;3.7;0.21;0.19;0.09;23.4;183.1;0.8;2.2;0.3;1.0;3.83
730;Lamb, Low-Fat;767;12.0;0;19.0;0;0;0;0;0;N/A;0;0;0;0;0;0;0;0;11.0;0.6;4.7;5.7;0;0.2;0.3;249;112;17;0;51.7;0;12.0;1.9;3.0;240.0;19.0;58.0;147.8;150.0;13.5;2.3;239.0;6.0;8.3;4.3;0.23;0.25;0.20;12.6;0;1.2;0;0.2;0.6;N/A
7300;Lamb, Low-Fat, Boiled;1009;15.8;0;25.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.5;0.8;6.2;7.5;0;0.3;0.4;328;148;23;0;68.0;0;17.9;2.5;38.4;316.1;25.4;610.1;1554.4;198.2;17.8;3.0;314.3;5.5;6.0;5.7;0.30;0.25;0.11;14.1;0;1.0;0;0.3;0.8;0
29851;Lamb, Low-Fat, Boiled Without Salt;1096;17.1;0;27.1;0;0;0;0;0;N/A;0;0;0;0;0;0;0;0;15.7;0.9;6.7;8.2;0;0.3;0.4;356;161;25;0;73.9;0;17.1;2.7;4.3;342.9;27.1;82.9;211.1;214.3;19.3;3.3;341.4;6.0;6.5;6.1;0.33;0.27;0.11;15.3;0;1.1;0;0.3;0.8;N/A
7307;Lamb And Cabbage Stew;505;8.5;3.3;7.3;0;<0.1;0;2.0;0.8;<0.1;1.0;<0.1;<0.1;0.1;1.3;1.0;0.5;0.4;7.0;0.5;3.0;3.5;<0.1;0.2;0.3;254;114;7;0;21.5;8.0;19.8;0.9;12.0;205.4;12.0;335.7;855.4;69.0;9.7;1.5;94.2;9.8;2.1;2.1;0.16;0.09;0.05;7.9;90.5;0.3;9.9;0.1;0.3;27.08
31471;Lamb Curry;1064;22.6;1.7;11.1;0;0.2;0;1.6;0.6;<0.1;0.5;0.1;0;0.4;<0.1;1.0;0.4;<0.1;21.3;5.5;11.5;4.3;<0.1;1.4;4.0;4019;1385;9;0;28.4;92.6;28.9;1.5;12.2;273.4;26.2;191.3;487.4;134.1;7.4;2.1;137.9;5.4;2.8;2.5;0.15;0.14;0.06;15.5;1998.5;0.3;2.9;0.1;4.4;19.46
28929;Lamb Mince, 14% Fat;852;14.8;0;17.9;0;0;0;0;0;N/A;0;0;0;0;0;0;0;0;12.7;0.7;5.4;6.7;0;0.2;0.3;292;132;17;0;51.7;0;10.0;1.9;3.0;232.0;17.8;60.8;154.9;142.0;13.5;2.8;225.0;5.2;8.1;4.3;0.23;0.24;0.19;12.6;0;1.1;0;0.2;0.6;1.84
29146;Lamb Mince, Fried;1459;29.2;<0.1;22.1;0;<0.1;0;<0.1;0;<0.1;<0.1;<0.1;0;0;0;0;0;0;26.3;3.8;12.0;10.3;<0.1;1.1;2.6;2538;982;22;0;68.7;51.9;16.0;2.3;34.9;288.7;22.7;580.3;1478.7;178.4;16.7;3.4;278.0;6.5;9.9;5.3;0.28;0.30;0.24;56.1;11.7;1.4;<0.1;0.8;2.7;13.78
29145;Lamb Mince, Fried Without Fat;1200;20.8;0;25.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.9;0.9;7.6;9.4;0;0.3;0.5;411;185;25;0;72.8;0;16.2;2.6;39.4;327.3;25.5;630.7;1607.0;201.0;19.0;3.9;316.9;7.3;11.3;6.1;0.32;0.34;0.27;15.1;0;1.6;0;0.3;0.8;2.59
29019;Lamb Mince Patty, Fried;983;17.3;5.5;14.6;0;<0.1;0;0.6;0.1;<0.1;0.1;<0.1;<0.1;0.1;4.9;0.4;0.2;<0.1;15.4;2.3;7.0;6.0;<0.1;0.6;1.6;1553;549;12;13;81.6;32.4;20.6;1.6;35.2;199.5;16.8;489.5;1247.1;134.2;13.9;2.1;187.8;12.5;6.1;3.0;0.19;0.21;0.15;59.6;93.8;1.0;0.4;0.7;1.7;7.76
732;Lamb Roast;787;12.5;0;19.1;0;0;0;0;0;N/A;0;0;0;0;0;0;0;0;11.0;0.6;4.7;5.7;0;0.2;0.3;249;112;17;0;51.7;0;8.0;2.4;3.0;320.0;23.0;64.0;163.1;190.0;13.5;3.7;240.0;2.0;8.3;4.3;0.23;0.27;0.21;12.6;0;1.0;0;0.2;0.3;N/A
7305;Lamb Steak, Fried;1065;18.4;<0.1;22.7;0;<0.1;0;<0.1;0;<0.1;<0.1;<0.1;0;0;0;0;0;0;16.5;1.7;7.3;7.5;<0.1;0.5;1.0;995;396;21;0;63.0;16.6;11.6;2.9;28.4;381.1;27.7;468.0;1192.5;227.2;16.0;4.4;285.2;1.8;7.9;5.1;0.27;0.29;0.15;26.5;3.7;0.9;<0.1;0.4;1.0;3.69
34957;Lamb Stew, Meat Bouillon, Carrots, Oil;570;10.4;2.7;7.9;0;<0.1;0;1.3;0.4;0;0.4;0;0;0.6;1.4;0.5;0.3;0.2;8.7;0.8;3.8;4.0;0;0.2;0.5;517;195;8;0;24.3;10.8;12.4;1.0;15.2;196.7;11.9;408.4;1040.5;75.2;6.4;1.7;99.0;3.9;2.2;2.3;0.13;0.09;0.04;99.6;1539.6;0.3;1.3;<0.1;0.6;6.44
825;Lamprey, Smoked;1464;31.5;0;17.5;0;0;0;0;0;N/A;0;0;0;0;0;0;0;0;28.4;6.5;13.3;8.6;0;4.8;1.7;970;420;1300;2100;66.7;0;8.0;6.1;35.0;210.0;15.0;660.0;1681.7;200.0;57.0;2.8;207.0;14.0;6.1;2.6;0.18;0.35;0.14;2500.0;0;1.0;0;25.6;8.0;0.02
550;Lard, Frying Fat;3591;96.5;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94.5;3.5;33.0;55.8;2.3;0.5;2.8;2797;532;0;0;95.0;0;0;0;0;0;0;0;0;0;<0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1;0
